village,room,size,direction,price,age,area,position,id
美利新世界,2室1厅,11,北,2090,2004年建板楼,大兴,旧宫,BJ0004390152
枣园尚城,3室1厅,10,北,2130,2009年建板楼,大兴,枣园,BJ0004362025
天宫院小区,3室1厅,11,南,2160,2012年建板塔结合,大兴,天宫院,BJ0004144279
清逸西园,2室1厅,8,南,2160,1996年建板楼,大兴,旧宫,BJ0004402278
天宫院小区,4室1厅,15,东南,2160,2012年建板塔结合,大兴,天宫院,BJ0004322045
龙湖时代天街,3室1厅,11,南,2190,2014年建板楼,大兴,天宫院,BJ0004274279
云立方,3室1厅,10,北,2190,2014年建板楼,大兴,天宫院,BJ0004324593
住总万科橙,3室1厅,11,南,2190,2015年建板楼,大兴,天宫院,BJ0004398272
新里.西斯莱公馆,3室1厅,10,东,2190,2010年建板塔结合,大兴,高米店南,BJ0004302262
首邑溪谷,3室1厅,12,北,2190,2012年建板塔结合,大兴,枣园,BJ0004322423
枣园尚城,3室1厅,11,南,2190,2009年建板楼,大兴,枣园,BJ0004393488
德林园,5室1厅,13,南,2190,2004年建板塔结合,大兴,旧宫,BJ0004391172
鸿坤理想城八期,3室1厅,13,南,2190,2014年建板楼,大兴,西红门,BJ0004385634
兴城丽源,3室1厅,11,南,2190,2009年建板塔结合,大兴,枣园,BJ0004385375
宣颐家园,4室1厅,9,北,2230,2002年建板塔结合,大兴,旧宫,BJ0004350449
兴华园,3室1厅,12,南,2260,2000年建板楼,大兴,枣园,BJ0004405622
宏盛家园,3室1厅,16,南,2290,2004年建板楼,大兴,西红门,BJ0004399236
住总万科橙,3室1厅,10,北,2290,2015年建板楼,大兴,天宫院,BJ0004398274
郁花园三里,3室1厅,12,南,2290,2009年建板楼,大兴,郁花园,BJ0004372725
中建国际港,3室1厅,9,南,2290,2013年建板塔结合,大兴,枣园,BJ0004397079
美然绿色家园,3室1厅,13,东南,2290,2005年建板塔结合,大兴,旧宫,BJ0004362351
天宫院小区,3室1厅,17,南,2290,2012年建板塔结合,大兴,天宫院,BJ0004390559
枣园尚城,3室1厅,9,南,2290,2009年建板楼,大兴,枣园,BJ0004356142
郁花园二里,3室1厅,20,南,2360,2002年建板楼,大兴,郁花园,BJ0004395386
德林园,5室1厅,14,南,2390,2004年建板塔结合,大兴,旧宫,BJ0004391171
灵秀山庄,5室1厅,16,南,2430,2003年建板楼,大兴,旧宫,BJ0004127571
清逸西园,4室1厅,14,南,2460,2001年建板楼,大兴,旧宫,BJ0004359098
顺驰领海,3室1厅,11,南,2460,2008年建板塔结合,大兴,黄村北,BJ0004402629
福苑小区,3室1厅,17,南,2460,1999年建板楼,大兴,大兴其它,BJ0004373148
鑫苑鑫都汇,3室1厅,11,南,2460,2015年建塔楼,大兴,天宫院,BJ0003462427
鸿坤理想城八期,3室1厅,18,南,2460,2014年建板楼,大兴,西红门,BJ0004385635
怡兴园,4室1厅,16,南,2490,2002年建板楼,大兴,黄村中,BJ0004403102
旧宫北里,3室1厅,14,南,2490,2002年建板楼,大兴,旧宫,BJ0004402114
旧宫北里,3室1厅,18,南,2590,2002年建板楼,大兴,旧宫,BJ0004402115
新里.西斯莱公馆,4室1厅,14,南,2590,2011年建板塔结合,大兴,高米店南,BJ0004233137
德林园,5室1厅,24,南,2590,2004年建板塔结合,大兴,旧宫,BJ0004391175
泰中花园,6室1厅,12,北,2590,2005年建,大兴,大兴开发区,BJ0004383204
首邑溪谷,3室1厅,14,南,2660,2013年建板塔结合,大兴,枣园,BJ0004363771
首邑上城,4室1厅,13,南,2660,2007年建板楼,大兴,枣园,BJ0004394524
清澄名苑北区,4室1厅,21,南,2690,2005年建板楼,大兴,黄村中,BJ0004367743
红木林,4室1厅,13,南,2690,2013年建板楼,大兴,枣园,BJ0004390651
红木林,4室1厅,14,南,2690,2013年建板楼,大兴,枣园,BJ0004389015
灵秀山庄,3室1厅,14,南,2790,2003年建板楼,大兴,旧宫,BJ0004390170
彩虹新城,3室1厅,17,南,2930,2006年建板塔结合,大兴,枣园,BJ0004374296
宏盛家园,2室1厅,13,南,2960,2004年建板楼,大兴,西红门,BJ0004384973
灵秀山庄,3室1厅,14,南,2990,2003年建板楼,大兴,旧宫,BJ0004390168
海悦公馆,1室1厅,40,北,3100,2014年建,大兴,观音寺,101103000000
枣园小区,4室1厅,36,南,3190,1999年建板楼,大兴,枣园,BJ0004403220
兴海园,2室1厅,76,南 北,3200,1995年建板楼,大兴,大兴其它,101103000000
福苑小区,1室1厅,51,南,3290,1996年建板楼,大兴,大兴其它,BJ0003907960
清源西里,2室1厅,61,东 北,3300,1996年建板楼,大兴,枣园,101103000000
兴政东里,2室1厅,54,南 北,3300,1993年建板楼,大兴,黄村中,101103000000
熙兆大厦,2房间1卫,46,南,3300,2013年建,大兴,天宫院,101103000000
车站北里,2室1厅,58,南 北,3400,1984年建板楼,大兴,黄村火车站,101103000000
滨河坊,1室1厅,41,东,3500,2005年建板楼,大兴,枣园,101103000000
郁花园二里,1室1厅,47,南 北,3500,1998年建板楼,大兴,郁花园,101103000000
兴海园,2室1厅,76,南,3500,2004年建板塔结合,大兴,大兴其它,101103000000
兴政东里,3室1厅,81,南 北,3600,1992年建板楼,大兴,黄村中,101103000000
新里.西斯莱公馆,3室1厅,14,南,3630,2010年建板塔结合,大兴,高米店南,BJ0004394532
润龙家园,1室1厅,51,东北,3700,2005年建板楼,大兴,旧宫,101103000000
华远西红世,1室1厅,47,北,3790,板楼,大兴,黄村北,BJ0004275990
清和园甲区,2室2厅,97,南 北,3800,2001年建板楼,大兴,旧宫,101103000000
永华北里,2室1厅,64,南 北,3800,1991年建板楼,大兴,黄村中,101103000000
金融街融汇,1室1厅,53,西,3800,2014年建板楼,大兴,天宫院,101103000000
康庄路50号院,1室1厅,55,南,3830,2012年建板塔结合,大兴,枣园,BJ0004242930
华远西红世,1室1厅,50,南,3890,随时看房,大兴,黄村北,BJ0004367883
金惠园三里,1室1厅,67,北,3900,2005年建板楼,大兴,黄村北,BJ0004402100
清源西里,1室1厅,44,南,3930,1992年建板楼,大兴,枣园,BJ0004403721
滨河西里,1室1厅,47,东,3930,1994年建板楼,大兴,枣园,BJ0004392106
华远西红世,1室1厅,47,北,3960,板楼,大兴,黄村北,BJ0004271535
华远西红世,1室1厅,47,北,3960,板楼,大兴,黄村北,BJ0004271535
黄村西里,2室1厅,42,南,4060,1977年建板楼,大兴,黄村中,BJ0004127575
康庄路50号院,2室1厅,88,南 北,4100,2012年建板塔结合,大兴,枣园,101103000000
滨河西里,2室1厅,61,东,4130,1994年建板楼,大兴,枣园,BJ0004355113
华远西红世,1室1厅,47,东,4190,板楼,大兴,黄村北,BJ0004403204
小康家园,2室2厅,86,南 北,4200,2000年建板楼,大兴,亦庄,101103000000
滨河西里,2室1厅,56,南 北,4200,1991年建板楼,大兴,枣园,101103000000
兴城丽源,2室1厅,88,南 北,4200,2009年建板塔结合,大兴,枣园,101103000000
富强东里,2室1厅,43,西,4230,1993年建板楼,大兴,黄村中,BJ0004385415
世嘉博苑,1室1厅,53,东,4300,2009年建板塔结合,大兴,西红门,101103000000
郁花园一里,2室2厅,73,南 北,4300,1996年建板楼,大兴,郁花园,101103000000
波普公社,2房间1卫,65,西,4400,2012年建板塔结合,大兴,枣园,101103000000
明发雅苑,2室1厅,85,西南,4400,2015年建板楼,大兴,天宫院,101103000000
富强东里,2室1厅,44,南,4490,1978年建板楼,大兴,黄村中,BJ0004385978
小康家园,2室1厅,86,南 北,4500,2000年建板楼,大兴,亦庄,101103000000
郁花园一里,2室2厅,92,南 北,4500,2001年建板楼,大兴,郁花园,101103000000
马赛公馆,3房间1卫,49,西,4500,2012年建板楼,大兴,枣园,101103000000
金荣园,4室1厅,103,南 北,4500,1998年建板楼,大兴,西红门,101103000000
康盛园,2室1厅,92,南 北,4500,2003年建板楼,大兴,高米店南,101103000000
宣颐家园,1室1厅,34,南,4590,2003年建板楼,大兴,旧宫,BJ0004367851
清乐园,2室2厅,75,南 北,4600,1995年建板楼,大兴,旧宫,101103000000
滨河西里,2室1厅,66,南,4680,1991年建板楼,大兴,枣园,BJ0004357270
天宫院小区,2室1厅,89,南,4690,2012年建板塔结合,大兴,天宫院,BJ0004397793
小康家园,2室1厅,79,南 北,4800,1997年建板楼,大兴,亦庄,101103000000
郁花园一里,2室2厅,73,南 北,4800,1996年建板楼,大兴,郁花园,101103000000
兴城丽源,2室1厅,84,南 北,4800,2009年建板塔结合,大兴,枣园,101103000000
万科天地,3房间1卫,85,南,4800,板塔结合,大兴,大兴其它,101103000000
同兴园,3室1厅,87,南 北,4800,1998年建板楼,大兴,西红门,101103000000
润龙家园,2室1厅,70,南 北,4900,2005年建板塔结合,大兴,旧宫,101103000000
彩虹新城,1室1厅,69,南,4900,2007年建板塔结合,大兴,枣园,BJ0004388358
枣园小区,1室1厅,68,南,4960,1994年建板楼,大兴,枣园,BJ0004318842
保利首开熙悦春天,2室1厅,83,南,4990,2014年建板楼,大兴,天宫院,BJ0004403759
宏大北园,2室1厅,87,东,5000,2006年建板楼,大兴,西红门,101103000000
永华北里,3室1厅,85,东 南 西,5000,1995年建板楼,大兴,黄村中,101103000000
金地仰山,2室1厅,90,南,5030,2012年建板楼,大兴,高米店南,BJ0003993514
鑫苑鑫都汇,2室1厅,84,南,5190,2015年建塔楼,大兴,天宫院,BJ0003711975
云龙家园,2室1厅,100,南 北,5200,2004年建板楼,大兴,旧宫,101103000000
枣园小区,2室1厅,71,南,5230,1994年建板楼,大兴,枣园,BJ0004389995
鑫苑鑫都汇,2室1厅,79,南,5290,2015年建塔楼,大兴,天宫院,BJ0004398217
鸿坤理想城曦望山,1室1厅,62,南,5300,2014年建板楼,大兴,西红门,101103000000
中建国际港,2室1厅,87,南,5300,2015年建板塔结合,大兴,枣园,101103000000
鸿坤理想城派郡18号院,2室1厅,93,南,5500,2009年建板楼,大兴,西红门,101103000000
住总万科橙,3室1厅,92,南 北,5500,2015年建板楼,大兴,天宫院,101103000000
幻星家园,2室1厅,112,南 北,5700,2002年建板塔结合,大兴,旧宫,101103000000
福星花园,2室2厅,113,南 北,5800,2002年建板楼,大兴,西红门,101103000000
红木林,2室1厅,71,南 西,5800,2013年建板楼,大兴,枣园,101103000000
小康家园,3室1厅,107,南 北,6000,2002年建板楼,大兴,亦庄,101103000000
宣颐家园,2室1厅,120,南,6000,2003年建板楼,大兴,旧宫,101103000000
鸿坤理想城礼域府,2室2厅,94,南 北,6300,2011年建板楼,大兴,西红门,101103000000
瑞海家园五区,3室1厅,131,南 北,6500,2004年建板楼,大兴,西红门,101103000000
鸿坤理想城礼域府,2室1厅,92,南,6500,2012年建板楼,大兴,西红门,101103000000
保利茉莉公馆,2室1厅,89,南,6690,2010年建板楼,大兴,黄村北,BJ0004390332
北京城建海梓府,3室1厅,96,南,6800,2015年建板楼,大兴,大兴其它,101103000000
保利茉莉公馆,3室1厅,91,南 北,6800,2010年建板楼,大兴,黄村北,101103000000
云龙家园,3室2厅,114,南 北,6800,2003年建板楼,大兴,旧宫,101103000000
宏大北园,3室1厅,142,东 西,7000,2006年建板楼,大兴,西红门,101103000000
中国铁建花语金郡,4室2厅,128,南 北,7000,精装修,大兴,大兴其它,101103000000
北京城建海梓府,3室2厅,94,南 北,7100,板楼,大兴,大兴其它,101103000000
九龙家园北区,3室1厅,145,南 北,7500,1999年建板楼,大兴,西红门,101103000000
翡翠城五期,3室1厅,128,南 北,8000,2007年建板楼,大兴,高米店南,101103000000
九龙山庄二区,5室2厅,209,南 北,9000,1996年建板楼,大兴,西红门,101103000000
九龙家园北区,3室2厅,207,南 北,9000,1999年建板楼,大兴,西红门,101103000000
亦庄金茂悦南区,4室2厅,168,南 北,10000,2015年建板楼,大兴,大兴其它,101103000000
华润公元九里,4室2厅,132,南 北,23000,2014年建板楼,大兴,高米店南,101103000000
望陶园小区,3室1厅,10,东,2590,2004年建塔楼,东城,西罗园,BJ0004365007
绿景馨园,3室1厅,7,北,2690,2004年建板楼,东城,广渠门,BJ0004392424
望陶园小区,3室1厅,18,西,2790,2004年建塔楼,东城,西罗园,BJ0004394347
天天家园,3室1厅,13,西,2890,2002年建板塔结合,东城,永定门,BJ0004388773
丽水湾畔家园,4室1厅,12,北,3060,2002年建塔楼,东城,广渠门,BJ0004402090
西水井胡同,3室1厅,8,北,3190,2003年建板塔结合,东城,朝阳门内,BJ0004388012
天娇园,3室1厅,15,西,3230,2008年建板塔结合,东城,东花市,BJ0004392313
丽水湾畔家园,4室1厅,14,北,3590,2002年建塔楼,东城,广渠门,BJ0004402260
十字坡西里,2室1厅,12,西,3860,1983年建板楼,东城,东直门,BJ0004354645
安德路55号院,2室1厅,15,南,3860,1958年建板楼,东城,安定门,BJ0004331819
丽水湾畔家园,4室1厅,15,南,3990,2002年建塔楼,东城,广渠门,BJ0004343418
炮局头条,1室1厅,17,南,4500,1970年建板楼,东城,东直门,101103000000
景泰东里,1室1厅,51,东 北,4500,1994年建板楼,东城,蒲黄榆,101103000000
三元街11号,2室1厅,56,南 北,4900,1979年建板楼,东城,陶然亭,101103000000
法华南里,1室1厅,45,东南,5000,1993年建板楼,东城,崇文门,101103000000
东华门大街,1室1厅,39,南,5000,1988年建板楼,东城,东单,101103000000
火桥北里,2室1厅,54,东 西,5500,1981年建板楼,东城,左安门,101103000000
新景家园东区,1室0厅,30,西,5500,2008年建板塔结合,东城,崇文门,101103000000
东中公寓,4室1厅,13,南,5790,1999年建板塔结合,东城,东直门,BJ0004398268
和平里七区,2室1厅,56,南 北,5800,1980年建板楼,东城,和平里,101103000000
黄寺大街2号院,1室1厅,41,南,5800,1990年建板楼,东城,安定门,101103000000
青年湖东里,1室1厅,38,南,5990,1980年建板楼,东城,安定门,BJ0004402263
自由季,1房间1卫,68,西,6000,2010年建板塔结合,东城,广渠门,101103000000
左安浦园,1室1厅,67,东,6000,2004年建板塔结合,东城,左安门,101103000000
龙潭北里三条,3室1厅,60,南 北,6000,1965年建板楼,东城,左安门,101103000000
东环居苑,1室1厅,58,南,6000,2004年建塔楼,东城,广渠门,101103000000
北官厅胡同甲二号院,1室1厅,46,南,6160,1993年建板楼,东城,东直门,BJ0004316310
长青园,2室1厅,62,东 西,6500,1989年建板楼,东城,左安门,101103000000
白桥大街,2室1厅,57,南 北,6500,1980年建板楼,东城,东花市,101103000000
新景家园西区,1室1厅,58,南,6600,2004年建板楼,东城,崇文门,101103000000
新景家园东区,1室1厅,60,南,6700,2004年建板塔结合,东城,崇文门,101103000000
东直门南大街,1室1厅,46,西,6790,1991年建板塔结合,东城,东直门,BJ0004399754
广渠家园,2室1厅,63,西,6800,2009年建塔楼,东城,广渠门,101103000000
悠胜美苑,2室1厅,85,南 北,6800,2005年建板塔结合,东城,西罗园,101103000000
东中街,1室1厅,40,南,6860,1987年建板楼,东城,东直门,BJ0004398259
甘雨胡同33号院,2室1厅,51,南 北,6900,1989年建板楼,东城,灯市口,101103000000
竹杆胡同,2室1厅,72,东 西,7000,2003年建板楼,东城,朝阳门内,101103000000
大方家胡同,1室1厅,50,南 北,7000,2003年建板楼,东城,朝阳门内,101103000000
金鱼池东区,2室1厅,61,南 北,7000,2003年建板塔结合,东城,天坛,101103000000
民旺园十九号院,2室1厅,67,东 南,7000,2000年建板楼,东城,和平里,101103000000
安化南里,2室2厅,87,西,7000,2007年建塔楼,东城,广渠门,101103000000
金桥国际,1室1厅,63,南,7000,2004年建塔楼,东城,广渠门,101103000000
青年湖北里,2室1厅,60,南,7200,1999年建塔楼,东城,安定门,101103000000
西青年沟,2室1厅,59,南 北,7300,1983年建板楼,东城,安贞,101103000000
新景家园东区,1室1厅,58,南,7500,2004年建板塔结合,东城,崇文门,101103000000
东厂北巷3号院,2室1厅,58,东 西,7500,1986年建板楼,东城,灯市口,101103000000
前门前酒店公寓,2房间1卫,82,东北,7500,2009年建塔楼,东城,天坛,101103000000
新景家园西区,1室1厅,61,南,7560,2004年建板塔结合,东城,崇文门,BJ0004403733
培新街乙5号院,2室1厅,75,东南,7600,1999年建板塔结合,东城,广渠门,101103000000
南门仓胡同,1室1厅,51,南 北,7700,2003年建板楼,东城,朝阳门内,101103000000
东后河沿,2室1厅,72,南 北,7800,1999年建板塔结合,东城,崇文门,101103000000
赵堂子胡同,1室1厅,74,东,7800,2003年建板塔结合,东城,建国门内,101103000000
东环居苑,2室1厅,85,西南,8000,2004年建塔楼,东城,广渠门,101103000000
交道口北三条,2室1厅,54,东 南,8000,1990年建板楼,东城,交道口,101103000000
民安小区东直门内北小街,2室1厅,78,南 北,8000,2003年建板楼,东城,东直门,101103000000
本家润园一期,1室1厅,67,东,8190,2005年建板楼,东城,东花市,BJ0004327987
海晟国际公寓,1室0厅,45,西,8500,2007年建板塔结合,东城,工体,101103000000
朝阳门南小街,2室1厅,69,南,8800,2004年建板塔结合,东城,朝阳门内,101103000000
培新街乙5号院,2室1厅,69,东 西,8800,1999年建板塔结合,东城,广渠门,101103000000
青年湖北街,3室1厅,81,西南,9200,1997年建塔楼,东城,安定门,101103000000
新景家园东区,2室1厅,83,南 北,9200,2005年建板塔结合,东城,崇文门,101103000000
民安小区东直门北中街,2室1厅,71,东,9260,2002年建板塔结合,东城,东直门,BJ0004379894
北竹杆胡同,2室1厅,68,东 西,9300,2003年建板楼,东城,朝阳门内,101103000000
禾风仕家,1室1厅,77,南,9500,2004年建板塔结合,东城,金宝街,101103000000
新景家园东区,2室1厅,81,南 北,9500,2005年建板塔结合,东城,崇文门,101103000000
东中街,3室1厅,94,南 北,11000,1996年建板塔结合,东城,东直门,101103000000
东中街,3室1厅,89,南 北,11000,1996年建板塔结合,东城,东直门,101103000000
保利蔷薇,2室1厅,98,西南,11000,2008年建板塔结合,东城,广渠门,101103000000
海晟国际公寓,1室1厅,68,东,11290,2007年建板塔结合,东城,工体,BJ0004349825
盛德大厦,1室1厅,91,东,11500,板楼,东城,和平里,101103000000
领行国际,2室1厅,123,南 北,12000,2005年建板塔结合,东城,广渠门,101103000000
凯景铭座,3室1厅,156,西北,12000,2001年建塔楼,东城,安定门,101103000000
交道口东大街,2室1厅,95,东 东南 西,12000,2003年建板塔结合,东城,交道口,101103000000
金桥国际,2室1厅,122,东,12000,2004年建塔楼,东城,广渠门,101103000000
太华公寓,1室1厅,107,东,12500,2000年建塔楼,东城,崇文门,101103000000
海晟国际公寓,1室1厅,72,南,12500,2008年建板塔结合,东城,工体,101103000000
华普花园,1室1厅,84,北,13000,2001年建塔楼,东城,东直门,101103000000
新怡家园,1室1厅,88,南,13000,2006年建板楼,东城,崇文门,101103000000
官书院,2室2厅,111,东 西,14800,2002年建板楼,东城,安定门,101103000000
国瑞城西区,1室1厅,120,西,16000,2013年建塔楼,东城,崇文门,101103000000
